-111.8912931485042,33.38481719276535,1000
-111.8909695378343,33.43485078789101,1000
-111.887602963639,33.46618411571757,1000
-111.9256571001663,33.46590183016045,1000
-111.9255285012658,33.50138125340825,1000
-111.9431200168003,33.49037343898212,1000
-111.9554235425277,33.49176878624372,1000
-111.9779816793802,33.49517366221917,1000
-111.9781079594684,33.45760209798473,1000
-112.0363940769252,33.46318620810194,1000
-112.037303855087,33.42779456007158,1000
-111.9776348333528,33.41048630213251,1000
-111.9678331382793,33.38711552780634,1000
-111.9257157047145,33.38548697454663,1000
-111.9261852746153,33.40805051177811,1000
-111.925883182022,33.43602202757997,1000
-111.9652827110958,33.437793638582,1000
-111.979011289911,33.43597700325125,1000
